gene	cnv
LOC101929454	2
LOC101929457	2
LOC101929460	2
LOC101929464	2.053
LOC101929468	2
LOC101929470	1.914
LOC101929473	1.922
LOC101929486	2
LOC101929488	2
LOC101929497	2
LOC101929504	2
LOC101929505	2
LOC101929511	1.954
LOC101929512	2.13
LOC101929516	2.053
LOC101929517	2
LOC101929523	1.687
LOC101929524	2
LOC101929526	2
LOC101929528	2
LOC101929529	2.39
LOC101929532	2.13
LOC101929536	2
LOC101929538	2
LOC101929541	2
LOC101929544	2
LOC101929549	2.061
LOC101929550	1.914
LOC101929551	2
LOC101929552	2
LOC101929555	1.703
LOC101929563	2
LOC101929565	2
LOC101929567	1.975
LOC101929570	2
LOC101929572	1.92
LOC101929574	1.96
LOC101929577	2.39
LOC101929579	2
LOC101929583	2
LOC101929584	2
LOC101929586	2
LOC101929592	2
LOC101929595	2.39
LOC101929596	2
LOC101929607	1.635
LOC101929608	2
LOC101929613	2
LOC101929621	2
LOC101929622	1.914
LOC101929625	2
LOC101929626	2
LOC101929631	1.973
LOC101929633	2.13
LOC101929634	1.92
LOC101929645	2
LOC101929646	2
LOC101929653	2
LOC101929657	2.057
LOC101929660	1.926
LOC101929662	2
LOC101929679	2
LOC101929680	2.13
LOC101929681	2
LOC101929694	2
LOC101929696	2
LOC101929697	2
LOC101929698	1.849
LOC101929705	1.703
LOC101929709	1.914
LOC101929710	1.963
LOC101929715	2
LOC101929717	1.635
LOC101929718	1.92
LOC101929719	2
LOC101929721	2
LOC101929723	2
LOC101929726	1.703
LOC101929733	2
LOC101929741	2.39
LOC101929745	1.955
LOC101929748	1.61
LOC101929753	2
LOC101929754	2
LOC101929762	2
LOC101929767	2
LOC101929771	2
LOC101929798	2.053
LOC101929829	1.477
LOC101929882	2
LOC101929897	2
LOC101929901	2
LOC101929926	2
LOC101929935	2.053
LOC101929998	2
LOC101930010	1.703
LOC101930071	2.391
LOC101930085	2.009
LOC101930094	2
LOC101930114	1.973
LOC101930370	2.39
LOC101930452	2.061
LOC102031319	2
LOC102467079	2
LOC102467080	2
LOC102467081	2
LOC102467147	2
LOC102467212	2
LOC102467213	2
LOC102467214	2
LOC102467216	2
LOC102467217	2
LOC102467222	2
LOC102467223	2
LOC102467224	2
LOC102467225	2
LOC102467226	2
LOC102467655	2
LOC102477328	2
LOC102503427	2
LOC102546226	2
LOC102546228	2
LOC102546229	2
LOC102546294	1.963
LOC102546298	2
LOC102546299	2
LOC102577426	2
LOC102606465	2
LOC102606466	2
LOC102723322	2
LOC102723330	2
LOC102723335	2
LOC102723344	2
LOC102723345	2
LOC102723354	2
LOC102723360	2
LOC102723362	2
LOC102723373	2
LOC102723376	2
LOC102723377	1.96
LOC102723385	2.167
LOC102723427	2
LOC102723439	2
LOC102723448	2
LOC102723471	2
LOC102723481	2
LOC102723493	2
LOC102723505	2
LOC102723517	2
LOC102723526	2
LOC102723544	2
LOC102723557	1.963
LOC102723566	1.61
LOC102723582	2.033
LOC102723604	2
LOC102723617	2
LOC102723640	2
LOC102723649	2
LOC102723661	2
LOC102723665	1.96
LOC102723672	2
LOC102723692	2.167
LOC102723701	1.914
LOC102723703	1.96
LOC102723704	2.39
LOC102723709	1.61
LOC102723727	1.973
LOC102723729	1.914
LOC102723753	2.528
LOC102723766	2
LOC102723769	2
LOC102723778	2
LOC102723780	3.845
LOC102723809	2
LOC102723824	1.975
LOC102723828	2
LOC102723831	2
LOC102723833	1.973
LOC102723838	2
LOC102723854	2
LOC102723883	2
LOC102723885	2.009
LOC102723886	2
LOC102723895	2
LOC102723927	2
LOC102723968	2
LOC102724009	1.954
LOC102724020	2.061
LOC102724034	2
LOC102724050	2.061
LOC102724053	2
LOC102724058	2.13
LOC102724064	1.922
LOC102724084	2.266
LOC102724094	2.009
LOC102724096	2
LOC102724152	2
LOC102724153	1.92
LOC102724156	2
LOC102724163	2
LOC102724188	2
LOC102724190	1.92
LOC102724219	2
LOC102724231	1.635
LOC102724238	1.77
LOC102724264	2
LOC102724265	1.922
LOC102724279	2
LOC102724297	1.635
LOC102724301	2
LOC102724312	2.053
LOC102724323	2
LOC102724344	2
LOC102724354	2
LOC102724357	2
LOC102724360	2
LOC102724392	1.715
LOC102724404	1.963
LOC102724421	2
LOC102724428	1.993
LOC102724434	2
LOC102724450	2
LOC102724452	2
LOC102724467	2
LOC102724484	2
LOC102724502	2
LOC102724511	2
LOC102724532	2
LOC102724539	2
LOC102724552	2
LOC102724555	2.009
LOC102724562	0.051
LOC102724571	2
LOC102724579	2
LOC102724580	1.946
LOC102724589	2
LOC102724593	1.96
LOC102724596	2
LOC102724601	2
LOC102724604	2
LOC102724612	2
LOC102724623	2
LOC102724651	2
LOC102724652	1.993
LOC102724659	2.053
LOC102724661	2
LOC102724663	2.061
LOC102724691	2.13
LOC102724699	2.033
LOC102724708	1.914
LOC102724710	2
LOC102724714	2
LOC102724719	2
LOC102724728	2
LOC102724738	2.009
LOC102724760	2
LOC102724776	2.39
LOC102724784	2
LOC102724804	2
LOC102724814	1.92
LOC102724843	2
LOC102724849	2
LOC102724874	2
LOC102724890	2
LOC102724908	2.142
LOC102724913	2
LOC102724919	1.973
LOC102724927	2
LOC102724933	2
LOC102724951	2
LOC102724957	2
LOC102724958	2
LOC102725022	1.908
LOC102725072	1.865
LOC102725079	2
LOC102725080	2
LOC102725126	1.946
LOC102725191	2
LOC102725254	2
LOC102800447	2
LOC103021295	2
LOC103021296	2
LOC103091866	1.973
LOC103171574	2
LOC103191607	2
LOC103312105	2
LOC103344931	1.96
LOC103352541	2
LOC103611081	1.922
LOC103908605	2
LOC104054148	2
LOC104613533	2
LOC104968399	2.129
LOC105274304	2
LOC105369146	2
LOC105369187	2
LOC105369192	2.39
LOC105369332	2.205
LOC105369340	2.205
LOC105369423	1.922
LOC105369431	1.922
LOC105369438	1.922
LOC105369443	2
LOC105369473	2
LOC105369486	2
LOC105369507	2
LOC105369509	2
LOC105369532	1.922
LOC105369595	2
LOC105369632	2
LOC105369635	2
LOC105369691	2
LOC105369723	2
LOC105369738	2
LOC105369739	2
LOC105369747	2.061
LOC105369781	2.061
LOC105369785	2
LOC105369860	2
LOC105369879	2
LOC105369891	2
LOC105369893	2
LOC105369911	2
LOC105369920	2
LOC105369921	2
LOC105369945	2
LOC105369971	2.061
LOC105369980	2
LOC105370014	2
LOC105370016	2
LOC105370024	2
LOC105370068	2
LOC105370177	2
LOC105370203	2.057
LOC105370306	2
LOC105370333	2
LOC105370369	2
LOC105370424	1.92
LOC105370457	2
LOC105370473	2
LOC105370489	1.92
LOC105370586	2
LOC105370605	2
LOC105370619	2
LOC105370622	2
LOC105370697	0.37
LOC105370757	2
LOC105370792	2
LOC105370802	2
LOC105370829	2
LOC105370888	2
LOC105370941	2
LOC105370943	2
LOC105370954	2
LOC105371038	2
LOC105371046	2.167
LOC105371049	2.167
LOC105371083	2
LOC105371184	2
LOC105371267	2.266
LOC105371328	2
LOC105371335	2
LOC105371414	2
LOC105371430	2
LOC105371433	2
LOC105371458	2
LOC105371485	1.954
LOC105371506	2
LOC105371592	2
LOC105371703	2
LOC105371730	1.954
LOC105371743	1.954
LOC105371766	1.954
LOC105371789	1.954
LOC105371795	1.954
LOC105371814	1.954
LOC105371824	1.954
LOC105371849	2
LOC105371899	2
LOC105371907	2
LOC105371925	1.954
LOC105371998	2
LOC105372028	2
LOC105372038	2
LOC105372068	2.129
LOC105372069	2
LOC105372071	2
LOC105372179	2
LOC105372273	2.368
LOC105372280	2
LOC105372288	2
LOC105372383	2.142
LOC105372397	2.142
LOC105372419	2.391
LOC105372440	2
LOC105372441	2.391
LOC105372444	2
LOC105372476	2
LOC105372483	2
LOC105372493	2
LOC105372582	1.849
LOC105372626	2
LOC105372653	2
LOC105372672	2
LOC105372682	2
LOC105372695	2
LOC105372751	2
LOC105372795	2.223
LOC105372833	1.993
LOC105372897	2
LOC105372977	2
LOC105373006	2
LOC105373021	1.865
LOC105373031	2
LOC105373044	2
LOC105373051	2
LOC105373100	1.865
LOC105373156	2.147
LOC105373185	2.147
LOC105373300	2
LOC105373338	2
LOC105373352	2
LOC105373368	2
LOC105373378	2.147
LOC105373383	2
LOC105373394	2
LOC105373496	2
LOC105373518	2
LOC105373519	2.13
LOC105373553	2
LOC105373562	2.13
LOC105373609	2.13
LOC105373635	2
LOC105373656	2
LOC105373764	2.13
LOC105373782	2
LOC105373805	2.13
LOC105373876	2
LOC105373878	2
LOC105373984	2
LOC105374060	2
LOC105374177	2
LOC105374194	2
LOC105374205	2
LOC105374244	2
LOC105374250	2
LOC105374266	2.033
LOC105374297	2
LOC105374313	2
LOC105374344	2
LOC105374366	2
LOC105374389	2
LOC105374428	2
LOC105374516	2
LOC105374546	2
LOC105374596	2
LOC105374620	2
LOC105374631	2
LOC105374693	2
LOC105374698	2
LOC105374704	1.955
LOC105374727	2
LOC105374729	2
LOC105374820	2
LOC105374952	1.703
LOC105374960	2
LOC105374972	2
LOC105374988	2
LOC105375014	2
LOC105375075	2
LOC105375115	2
LOC105375166	2
LOC105375218	2.009
LOC105375297	2
LOC105375304	2
LOC105375396	2
LOC105375401	2
LOC105375429	2
LOC105375483	2
LOC105375504	2
LOC105375512	2
LOC105375545	2.009
LOC105375556	2
LOC105375650	1.914
LOC105375713	2
LOC105375734	2
LOC105375744	2
LOC105375773	2
LOC105375787	2
LOC105375800	2
LOC105375843	2
LOC105375972	2
LOC105376064	2
LOC105376114	2
LOC105376194	2
LOC105376271	2
LOC105376306	2
LOC105376331	2
LOC105376351	2
LOC105376360	1.96
LOC105376365	2
LOC105376382	2
LOC105376398	2
LOC105376430	1.96
LOC105376468	2
LOC105376480	2
LOC105376554	2.205
LOC105376575	2
LOC105376599	2
LOC105376633	2
LOC105376671	2.205
LOC105376731	2
LOC105376736	2
LOC105376772	2
LOC105376805	2.053
LOC105376854	2
LOC105376955	2
LOC105376975	2
LOC105376997	2
LOC105377102	1.635
LOC105377105	1.635
LOC105377143	2
LOC105377146	2
LOC105377162	2
LOC105377213	2
LOC105377245	2
LOC105377247	2
LOC105377267	2.39
LOC105377348	2.39
LOC105377448	2
LOC105377458	2.39
LOC105377480	2
LOC105377590	2.39
LOC105377621	2
LOC105377623	2
LOC105377651	2
LOC105377671	2
LOC105377682	2
LOC105377716	1.963
LOC105377763	2
LOC105377879	2
LOC105377924	1.687
LOC105377962	2
LOC105377967	2
LOC105377975	2
LOC105378047	2
LOC105378052	2
LOC105378068	2
LOC105378098	2
LOC105378123	2
LOC105378127	2
LOC105378137	2
LOC105378146	2
LOC105378183	2
LOC105378269	2
LOC105378292	1.96
LOC105378311	1.96
LOC105378330	2
LOC105378349	2
LOC105378367	2
LOC105378385	2
LOC105378397	2
LOC105378430	2
LOC105378470	1.96
LOC105378591	2
LOC105378614	2
LOC105378663	2.053
LOC105378683	2
LOC105378732	2
LOC105378828	2.053
LOC105378853	2
LOC105378933	2
LOC105379030	2
LOC105379054	1.963
LOC105379143	1.963
LOC105379176	2
LOC105379183	1.963
LOC105379192	2
LOC105379194	2
LOC105379252	1.77
LOC105379393	2
LOC105379450	2
LOC105379477	1.849
LOC105379511	1.788
LOC105379514	2
LOC105379550	2
LOC105447645	2
LOC105447648	2
LOC105616981	2.13
LOC105667213	2
LOC105747689	2.13
LOC105748977	2
LOC105755953	2
LOC106660606	2
LOC106699570	2.266
LOC106780825	2
LOC107001062	1.96
LOC107133515	1.954
LOC107161159	2.061
LOC107546764	2
LOC107984640	2
LOC107985033	1.954
LOC115110	2.123
LOC143666	2.461
LOC145474	1.92
LOC145694	2
LOC145783	2
LOC145845	2
LOC146513	2.266
LOC146795	2
LOC146880	1.954
LOC148413	2.053
LOC148696	1.973
LOC148709	1.973
LOC149373	1.973
LOC149684	1.849
LOC149950	2
LOC150051	2
LOC150776	2.13
LOC150935	2
LOC151121	2
LOC151174	2.13
LOC151475	2.13
LOC151484	2
LOC152225	2
LOC152274	1.635
LOC153684	1.955
LOC153910	2
LOC154449	1.687
LOC154761	2.009
LOC155060	2.009
LOC157273	1.914
LOC158434	2
LOC158435	1.61
LOC171391	2
LOC200726	2.13
LOC200772	2.13
LOC202181	1.963
LOC220729	2.033
LOC221122	2
LOC221946	2.009
LOC253573	2
LOC254028	2
LOC254896	2
LOC255187	2
LOC255654	2
LOC256880	2
LOC257396	1.963
LOC283028	1.96
LOC283038	1.96
LOC283045	2
LOC283140	1.922
LOC283177	1.922
LOC283194	2.205
LOC283214	2
LOC283299	2
LOC283332	2.061
LOC283335	2.061
LOC283352	2
LOC283440	2
LOC283575	1.92
LOC283585	2
LOC283683	2
LOC283710	1.908
LOC283731	2
LOC283788	0.084
LOC283856	2
LOC283887	2
LOC283922	2.266
LOC284009	2
LOC284023	1.954
LOC284080	2
LOC284241	2
LOC284294	2
LOC284344	2
LOC284379	1.711
LOC284395	2
LOC284412	2.142
LOC284454	2.368
LOC284578	1.973
LOC284581	2
LOC284632	2.053
LOC284648	2
LOC284661	2
LOC284788	2
LOC284798	1.849
LOC284825	2.223
LOC284865	2
LOC284898	2
LOC284930	2
LOC284933	2
LOC284950	1.975
LOC285000	2
LOC285043	2
LOC285074	1.975
LOC285095	3.56
LOC285389	2
LOC285484	2
LOC285593	1.963
LOC285626	2
LOC285627	2
LOC285629	1.963
LOC285692	2
LOC285696	1.955
LOC285762	1.687
LOC285766	2
LOC285804	1.687
LOC285819	1.703
LOC285847	2
LOC285889	2.009
LOC286059	1.914
LOC286083	1.914
LOC286114	2
LOC286177	1.914
LOC286178	1.914
LOC286238	2
LOC286297	2
LOC286359	1.61
LOC286437	2
LOC338694	2
LOC338797	2
LOC338963	2
LOC339059	2.266
LOC339166	1.954
LOC339260	1.954
LOC339298	2
LOC339529	2
LOC339539	2.053
LOC339568	1.849
LOC339593	1.849
LOC339622	2
LOC339666	2
LOC339803	1.975
LOC339807	2
LOC339862	1.635
LOC339874	2.033
LOC339975	2.39
LOC339978	2
LOC340017	2
LOC340074	2
LOC340090	2
LOC340107	2
LOC340113	2
LOC340357	1.914
LOC340512	1.61
LOC340581	2
LOC341056	1.922
LOC343052	2
LOC344967	2.05
LOC349160	2.009
LOC374443	2
LOC374890	2.368
LOC375196	1.975
LOC387810	1.922
LOC388242	2.167
LOC388282	2.266
LOC388406	2
LOC388436	1.954
LOC388692	1.973
LOC388780	1.849
LOC388813	2
LOC388882	2
LOC388942	1.975
LOC389033	2
LOC389199	2.05
LOC389247	2
LOC389273	2
LOC389332	2
LOC389602	2.009
LOC389641	2
LOC389705	1.946
LOC389765	1.61
LOC389831	2
LOC389834	0.683
LOC389895	2
LOC389906	2.147
LOC390705	2
LOC390877	2.368
LOC391322	1.551
LOC392196	1.914
LOC392232	1.914
LOC392364	1.61
LOC392452	2
LOC399715	1.96
LOC399815	1.96
LOC399886	2.205
LOC400002	2.061
LOC400043	2
LOC400464	2
LOC400541	2.266
LOC400548	2
LOC400553	2
LOC400558	2
LOC400620	2
LOC400655	2.129
LOC400661	2.129
LOC400684	2
LOC400685	2.142
LOC400706	2
LOC400710	2.391
LOC400794	1.973
LOC400867	2
LOC400927	1.865
LOC400927-CSNK1E	1.865
LOC400940	1.975
LOC400958	1.975
LOC400997	2
LOC401052	1.635
LOC401127	2.05
LOC401134	2
LOC401177	2
LOC401261	1.703
LOC401286	1.687
LOC401312	2.009
LOC401320	2
LOC401324	2.009
LOC401357	2.009
LOC401442	1.783
LOC401463	1.914
LOC401554	1.61
LOC401557	1.61
LOC401585	2.147
LOC403312	1.922
LOC403323	1.61
LOC407835	2.009
LOC414300	2.061
LOC439933	2
LOC440028	2.205
LOC440040	2.205
LOC440117	2
LOC440173	1.61
LOC440300	2
LOC440311	2
LOC440390	2.266
LOC440434	1.869
LOC440446	1.954
LOC440461	1.954
LOC440570	0.051
LOC440600	2.053
LOC440602	2
LOC440700	2
LOC440704	2
LOC440895	2
LOC440896	1.946
LOC440910	2
LOC440934	2.13
LOC440982	2
LOC441025	2
LOC441052	2.39
LOC441081	1.715
LOC441086	1.963
LOC441155	1.687
LOC441178	1.687
LOC441204	2
LOC441242	2.009
LOC441454	2
LOC441455	1.61
LOC441601	2.205
LOC441666	1.96
LOC442028	2.13
LOC442132	1.955
LOC442497	2.009
LOC494127	1.61
LOC494141	2
LOC51145	2
LOC541472	2.009
LOC541473	2.009
LOC550113	2.39
LOC553103	1.963
LOC55338	1.963
LOC554206	2
LOC554223	1.603
LOC554249	1.77
LOC574538	2.039
LOC606724	2.167
LOC613037	2
LOC613038	2.167
LOC613266	1.849
LOC63930	1.849
LOC641367	0.06
LOC641746	2
LOC642131	2
LOC642361	1.96
LOC642366	1.963
LOC642423	2
LOC642426	1.92
LOC642643	2
LOC642846	2.061
LOC642852	2.223
LOC642929	2
LOC642943	1.61
LOC643072	2.13
LOC643201	2
LOC643339	2
LOC643355	2.053
LOC643387	2.13
LOC643406	1.849
LOC643441	2
LOC643542	2.129
LOC643623	2
LOC643711	2.061
LOC643733	2
LOC643770	2.061
LOC643802	2
LOC643923	2
LOC644145	2
LOC644172	1.804
LOC644189	2.142
LOC644285	1.963
LOC644554	2.142
LOC644656	2
LOC644669	2.129
LOC644762	2
LOC644794	2.009
LOC644838	2
LOC644919	2
LOC644936	1.963
LOC645166	1.973
LOC645177	2.061
LOC645188	2
LOC645485	2
LOC645513	2.39
LOC645553	2
LOC645752	2
LOC645949	2
LOC645967	1.687
LOC646029	2
LOC646214	1.422
LOC646241	2
LOC646268	2
LOC646471	2.053
LOC646522	2
LOC646548	2
LOC646626	2.053
LOC646730	2.033
LOC646736	2
LOC646743	2.13
LOC646762	2.009
LOC646813	2.205
LOC646903	2
LOC646938	2
LOC647323	2.033
LOC647859	1.714
LOC648987	1.955
LOC649133	2
LOC649352	2
LOC650226	2
LOC650293	2
LOC652276	2.167
LOC653160	2.053
LOC653602	2
LOC653653	1.954
LOC653712	2.033
LOC653786	2.167
LOC654342	2.13
LOC654841	2.13
LOC727751	1.747
LOC727896	2.129
LOC727924	1.422
LOC727993	1.849
LOC728024	1.914
LOC728040	2
LOC728084	2
LOC728095	2
LOC728175	2
LOC728290	2
LOC728323	1.801
LOC728392	1.954
LOC728485	2.142
LOC728554	2.14
LOC728613	1.955
LOC728673	1.61
LOC728730	2
LOC728739	2.061
LOC728743	2.009
LOC728752	2.142
LOC728989	1.973
LOC729080	1.963
LOC729083	2
LOC729159	2.266
LOC729218	2.39
LOC729224	2.13
LOC729296	2
LOC729307	2
LOC729348	1.975
LOC729461	1.865
LOC729506	2
LOC729603	1.687
LOC729609	2
LOC729652	2.167
LOC729683	1.954
LOC729732	1.914
LOC729737	2.053
LOC729739	2
LOC729815	1.96
LOC729867	1.973
LOC729870	2
LOC729930	2.053
LOC729950	2
LOC729966	2
LOC729970	2
LOC729987	2.053
LOC730098	1.946
LOC730100	1.975
LOC730101	1.703
LOC730102	1.973
LOC730159	2
LOC730183	2.167
LOC730202	2
LOC730338	2.009
LOC730668	1.865
LOC731157	2
LOC79160	2
LOC79999	1.954
LOC81691	2.167
LOC90246	2
LOC90768	2.39
LOC90784	1.975
LOC91450	2
LOC93429	2
LOC93463	2.13
LOC93622	2.05
LOH12CR2	2.061
LONP1	2.368
LONP2	2.266
LONRF1	1.914
LONRF2	2.13
LONRF3	2.147
LOR	1.973
LOX	1.963
LOXHD1	2.129
LOXL1	2
LOXL1-AS1	2
LOXL2	1.914
LOXL3	1.975
LOXL4	1.96
LPA	1.687
LPAL2	1.687
LPAR1	1.61
LPAR2	2.368
LPAR3	2.053
LPAR4	2
LPAR5	2.061
LPAR6	2.057
LPCAT1	0.852
LPCAT2	2.266
LPCAT3	2.061
LPCAT4	2
LPGAT1	1.973
LPIN1	1.975
LPIN2	2.129
LPIN3	1.849
LPL	1.914
LPO	1.954
LPP	2.033
LPP-AS1	2
LPP-AS2	2.033
LPXN	2.205
LRAT	2.39
LRBA	2.39
LRCH1	2.057
LRCH2	2.147
LRCH3	2.033
LRCH4	2.009
LRCOL1	2.061
LRFN1	2.142
LRFN2	1.703
LRFN3	2.142
LRFN4	1.922
LRFN5	1.92
LRG1	2.368
LRGUK	2.009
LRIF1	2.053
LRIG1	1.635
LRIG2	2.053
LRIG3	2.061
LRIT1	1.96
LRIT2	1.96
LRIT3	2.39
LRMP	2.061
LRP1	2.061
LRP1-AS	2.061
LRP10	1.92
LRP11	1.687
LRP12	1.914
LRP1B	2.13
LRP2	2.13
LRP2BP	2.39
LRP3	2.142
LRP4	2.205
LRP4-AS1	2.205
LRP5	1.922
LRP5L	1.865
LRP6	2.061
LRP8	2.053
LRPAP1	2.05
LRPPRC	1.975
LRR1	1.92
LRRC1	1.703
LRRC10	2.061
LRRC10B	2.205
LRRC14	1.914
LRRC14B	1.955
LRRC15	2.033
LRRC17	2.009
LRRC18	1.96
LRRC19	1.946
LRRC2	1.635
LRRC2-AS1	2
LRRC20	1.96
LRRC23	2.061
LRRC24	1.914
LRRC25	2.368
LRRC26	1.61
LRRC27	1.96
LRRC28	2
LRRC29	2.266
LRRC3	2.223
LRRC3-AS1	2
LRRC30	2
LRRC31	2.033
LRRC32	1.922
LRRC34	2.033
LRRC36	2.266
LRRC37A	1.804
LRRC37A11P	2
LRRC37A2	1.804
LRRC37A3	1.954
LRRC37A4P	1.804
LRRC37A5P	2
LRRC37A6P	1.96
LRRC37A8P	1.869
LRRC37B	1.954
LRRC38	2.053
LRRC39	2.053
LRRC3B	1.635
LRRC3C	1.954
LRRC4	2.009
LRRC40	2.053
LRRC41	2.053
LRRC42	2.053
LRRC43	2.061
LRRC45	1.954
LRRC46	1.954
LRRC47	2.053
LRRC49	2
LRRC4B	2.391
LRRC4C	2
LRRC52	1.973
LRRC55	2.205
LRRC56	2.461
LRRC57	2
LRRC58	2.033
LRRC59	1.954
LRRC6	1.914
LRRC61	2.009
LRRC63	2.057
LRRC66	2.39
LRRC69	1.914
LRRC7	2.053
LRRC70	1.963
LRRC71	1.973
LRRC72	2.009
LRRC73	1.703
LRRC74A	1.92
LRRC74B	1.865
LRRC75A	1.954
LRRC75A-AS1	1.954
LRRC75B	1.865
LRRC8A	1.61
LRRC8B	2
LRRC8C	2.053
LRRC8D	2
LRRC8E	2.368
LRRC9	2
LRRCC1	1.914
LRRD1	2
LRRFIP1	2.13
LRRFIP2	1.635
LRRIQ1	2.061
LRRIQ3	2.053
LRRIQ4	2.033
LRRK1	2
LRRK2	2.061
LRRN1	1.635
LRRN2	1.973
LRRN3	2
LRRN4	1.849
LRRN4CL	2.205
LRRTM1	1.975
LRRTM2	1.963
LRRTM3	1.96
LRRTM4	1.975
LRSAM1	1.61
LRTM1	1.635
LRTM2	2.061
LRTOMT	1.922
LRWD1	2.009
LSAMP	2.033
LSAMP-AS1	2
LSG1	2.033
LSM1	1.914
LSM10	2.053
LSM11	1.963
LSM12	1.954
LSM14A	2.363
LSM14B	1.849
LSM2	1.725
LSM3	1.635
LSM4	2.368
LSM5	2.009
LSM6	2.39
LSM7	2.368
LSM8	2.009
LSMEM1	2.009
LSMEM2	1.635
LSP1	2.368
LSP1P3	1.955
LSR	2.142
LSS	2.722
LST1	1.651
LTA	1.626
LTA4H	2.061
LTB	1.651
LTB4R	1.92
LTB4R2	1.92
LTBP1	1.975
LTBP2	1.92
LTBP3	1.922
LTBP4	2.391
LTBR	2.061
LTC4S	1.963
LTF	1.635
LTK	2
LTN1	2.223
LTV1	1.687
LUADT1	2
LUC7L	2.167
LUC7L2	2.009
LUC7L3	1.954
LUCAT1	2
LUM	2.061
LUNAR1	2
LURAP1	2.053
LURAP1L	1.946
LURAP1L-AS1	1.946
LUZP1	2.053
LUZP2	2.205
LUZP4	2.147
LUZP6	2.009
LVCAT1	2.05
LVCAT5	2.009
LVCAT8	2
LVRN	1.963
LXN	2.033
LY6D	1.914
LY6E	2.502
LY6G5B	1.646
LY6G5C	1.646
LY6G6C	1.646
LY6G6D	1.646
LY6G6E	2
LY6G6F	1.631
LY6H	2.502
LY6K	1.914
LY75	2.13
LY75-CD302	2.13
LY86	1.703
LY86-AS1	1.703
LY9	1.973
LY96	1.914
LYAR	2.05
LYG1	2.13
LYG2	2.13
LYL1	2.368
LYN	1.914
LYNX1	1.914
LYPD1	2.13
LYPD2	1.914
LYPD3	2.391
LYPD4	2
LYPD5	2.391
LYPD6	2.13
LYPD6B	2.13
LYPD8	1.973
LYPLA1	1.914
LYPLA2	2.053
LYPLA2P2	2.368
LYPLAL1	1.973
LYPLAL1-AS1	2
LYRM1	2.167
LYRM2	1.687
LYRM4	1.703
LYRM4-AS1	1.703
LYRM7	1.963
LYRM9	1.954
LYSMD1	1.973
LYSMD2	2
LYSMD3	2
LYSMD4	2
LYST	1.973
LYVE1	2.205
LYZ	2.061
LYZL1	1.96
LYZL2	1.96
LYZL4	1.635
LYZL6	1.869
LZIC	2.053
LZTFL1	1.635
LZTR1	1.865
LZTS1	1.914
LZTS1-AS1	2
LZTS2	1.96
LZTS3	1.849
M1AP	1.975
M6PR	2.061
MAATS1	2.033
MAB21L1	2
MAB21L2	2
MAB21L3	2.053
MACC1	2.009
MACC1-AS1	2
MACF1	2.053
MACROD1	2.205
MACROD2	1.849
MACROD2-AS1	2
MACROD2-IT1	2
MAD1L1	2.009
MAD2L1	2.39
MAD2L1BP	1.703
MAD2L2	2.053
MADCAM1	2.368
MADD	2.205
MAEA	2.05
MAEL	1.973
MAF	2.266
MAF1	1.914
MAFA	1.914
MAFA-AS1	2
MAFB	1.849
MAFF	1.865
MAFG	1.954
MAFG-AS1	1.954
MAFIP	1.454
MAFK	2.009
MAFTRR	2
MAG	2.142
MAGEA1	2.147
MAGEA10	2.147
MAGEA10-MAGEA5	2.147
MAGEA11	2.147
MAGEA12	2.147
MAGEA2	2.147
MAGEA2B	2.147
MAGEA3	2
MAGEA4	2.147
MAGEA5	2.147
MAGEA6	2.147
MAGEA8	2.147
MAGEA8-AS1	2.147
MAGEA9	2.147
MAGEA9B	2.147
MAGEB1	2.147
MAGEB10	2.147
MAGEB16	2.147
MAGEB17	2.147
MAGEB18	2.147
MAGEB2	2.147
MAGEB3	2.147
MAGEB4	2.147
MAGEB5	2.147
MAGEB6	2.147
MAGEC1	2.147
MAGEC2	2.147
MAGEC3	2.147
MAGED1	2.147
MAGED2	2.147
MAGED4	2.147
MAGED4B	2.147
MAGEE1	2
MAGEE2	2.147
MAGEF1	2
MAGEH1	2
MAGEL2	2
MAGI1	1.635
MAGI1-AS1	2
MAGI2	2.009
MAGI2-AS2	2
MAGI2-AS3	2.009
MAGI3	2.053
MAGIX	2.147
MAGOH	2.053
MAGOH2P	1.954
MAGOHB	2.061
MAGT1	2.147
MAJIN	2.205
MAK	1.703
MAK16	1.914
MAL	2.13
MAL2	1.914
MALAT1	0.001
MALL	2.13
MALRD1	1.96
MALSU1	2.009
MALT1	2.129
MAMDC2	2.063
MAMDC2-AS1	2.063
MAMDC4	1.61
MAML1	1.963
MAML2	1.922
MAML3	2.39
MAMLD1	2.147
MAMSTR	2.391
MAN1A1	1.687
MAN1A2	2.053
MAN1B1	1.61
MAN1B1-AS1	1.61
MAN1C1	2.053
MAN2A1	1.963
MAN2A2	2
MAN2B1	2.368
MAN2B2	2.05
MAN2C1	2
MANBA	2.39
MANBAL	1.849
MANEA	1.687
MANEA-AS1	1.687
MANEAL	2.053
MANF	1.635
MANSC1	2.061
MANSC4	2.061
MAOA	2.147
MAOB	2.147
MAP10	1.973
MAP1A	2
MAP1B	1.963
MAP1LC3A	1.849
MAP1LC3B	2.266
MAP1LC3B2	2.061
MAP1LC3C	1.973
MAP1S	2.368
MAP2	2.13
MAP2K1	2
MAP2K2	2.368
MAP2K3	1.954
MAP2K4	1.954
MAP2K4P1	2.147
MAP2K5	2
MAP2K6	1.954
MAP2K7	2.368
