gene	cnv
SRPX	2.147
SRPX2	2.147
SRR	1.954
SRRD	1.865
SRRM1	2.053
SRRM2	2.167
SRRM2-AS1	2
SRRM3	2.009
SRRM4	2.061
SRRM5	2
SRRT	2.009
SRSF1	1.954
SRSF10	2.053
SRSF11	2.053
SRSF12	1.687
SRSF2	1.954
SRSF3	1.703
SRSF4	2.053
SRSF5	1.92
SRSF6	1.849
SRSF7	1.975
SRSF8	1.922
SRSF9	2
SRXN1	1.849
SRY	2
SS18	2.129
SS18L1	1.849
SS18L2	1.635
SSB	2.13
SSBP1	1.187
SSBP2	1.963
SSBP3	2.053
SSBP3-AS1	2
SSBP4	2.368
SSC4D	2.009
SSC5D	1.711
SSFA2	2.13
SSH1	2.061
SSH2	1.954
SSH3	1.922
SSMEM1	2.009
SSNA1	1.61
SSPN	2.061
SSPO	2.009
SSR1	1.703
SSR2	1.973
SSR3	2.033
SSR4	2.147
SSR4P1	2
SSRP1	2.205
SSSCA1	1.922
SSSCA1-AS1	1.922
SST	2.033
SSTR1	1.92
SSTR2	1.954
SSTR3	1.865
SSTR4	2
SSTR5	2.167
SSTR5-AS1	2.167
SSU72	2.053
SSUH2	1.635
SSX1	2.147
SSX2	2.147
SSX2B	2.147
SSX2IP	2.053
SSX3	2.147
SSX4	2.147
SSX4B	2.147
SSX5	2.147
SSX6	2.147
SSX7	2.147
SSX8	2.147
SSX9	2.147
ST13	1.865
ST13P4	2.057
ST14	1.922
ST18	1.914
ST20	2
ST20-AS1	2
ST20-MTHFS	2
ST3GAL1	1.914
ST3GAL2	2.266
ST3GAL3	2.053
ST3GAL4	1.922
ST3GAL4-AS1	1.922
ST3GAL5	1.975
ST3GAL5-AS1	2
ST3GAL6	1.635
ST3GAL6-AS1	2
ST5	2.205
ST6GAL1	2.033
ST6GAL2	2.13
ST6GALNAC1	1.954
ST6GALNAC2	1.954
ST6GALNAC3	2.053
ST6GALNAC4	1.61
ST6GALNAC5	2.053
ST6GALNAC6	1.61
ST7	2.009
ST7-AS1	2.009
ST7-AS2	2.009
ST7-OT3	2.009
ST7-OT4	2
ST7L	2.053
ST8SIA1	2.061
ST8SIA2	2
ST8SIA3	2.129
ST8SIA4	1.963
ST8SIA5	2.129
ST8SIA6	1.96
ST8SIA6-AS1	1.96
STAB1	1.635
STAB2	2.061
STAC	1.635
STAC2	1.954
STAC3	2.061
STAG1	2.033
STAG2	2.147
STAG3	2.009
STAG3L1	2.009
STAG3L2	2.009
STAG3L3	2.009
STAG3L4	2.009
STAG3L5P	2.009
STAG3L5P-PVRIG2P-PILRB	2.009
STAM	1.96
STAM-AS1	2
STAM2	2.13
STAMBP	1.975
STAMBPL1	1.96
STAP1	2.39
STAP2	2.368
STAR	1.914
STARD10	1.922
STARD13	2.057
STARD13-AS	2
STARD3	1.954
STARD3NL	2.009
STARD4	1.963
STARD4-AS1	1.963
STARD5	2
STARD6	2.129
STARD7	2.13
STARD7-AS1	2.13
STARD8	2.147
STARD9	2
STAT1	2.13
STAT2	2.061
STAT3	1.954
STAT4	2.13
STAT5A	1.954
STAT5B	1.954
STAT6	2.061
STATH	2.39
STAU1	1.849
STAU2	1.914
STAU2-AS1	1.914
STBD1	2.39
STC1	1.914
STC2	1.963
STEAP1	2
STEAP1B	2
STEAP2	2.009
STEAP2-AS1	2
STEAP3	2.13
STEAP3-AS1	2.13
STEAP4	2.009
STH	1.743
STIL	2.053
STIM1	2.205
STIM2	2.05
STIP1	2.205
STK10	1.963
STK11	2.368
STK11IP	2.13
STK16	2.13
STK17A	2.009
STK17B	2.13
STK19	1.715
STK24	2.057
STK25	2.13
STK26	2.147
STK3	1.914
STK31	2.009
STK32A	1.963
STK32B	2.05
STK32C	1.96
STK33	2.205
STK35	1.849
STK36	2.13
STK38	1.703
STK38L	2.061
STK39	2.13
STK4	1.849
STK4-AS1	2
STK40	2.053
STKLD1	1.61
STMN1	2.053
STMN2	1.914
STMN3	1.849
STMN4	1.914
STMND1	1.703
STOM	1.61
STOML1	2
STOML2	1.946
STOML3	2.057
STON1	1.975
STON1-GTF2A1L	1.975
STON2	1.92
STOX1	1.96
STOX2	2.39
STPG1	2.053
STPG2	2.39
STPG2-AS1	2
STPG3	1.61
STPG3-AS1	1.61
STRA6	2
STRA8	2.009
STRADA	1.954
STRADB	2.13
STRAP	2.061
STRBP	1.61
STRC	2
STRIP1	2.053
STRIP2	2.009
STRN	1.975
STRN3	1.92
STRN4	2.391
STS	2.147
STT3A	1.922
STT3A-AS1	1.922
STT3B	1.635
STUB1	2.167
STUM	1.973
STX10	2.368
STX11	1.687
STX12	2.053
STX16	1.849
STX16-NPEPL1	1.849
STX17	1.61
STX17-AS1	2
STX18	2.05
STX18-AS1	2
STX18-IT1	2
STX19	2
STX1A	2.009
STX1B	2.167
STX2	2.061
STX3	2.205
STX4	2.167
STX5	2.205
STX6	1.973
STX7	1.687
STX8	1.954
STXBP1	1.61
STXBP2	2.368
STXBP3	2.053
STXBP4	1.954
STXBP5	1.687
STXBP5-AS1	1.687
STXBP5L	2.033
STXBP6	1.92
STYK1	2.061
STYX	1.92
STYXL1	2.009
SUB1	1.955
SUCLA2	2.057
SUCLG1	1.975
SUCLG2	1.635
SUCLG2-AS1	2
SUCNR1	2.033
SUCO	1.973
SUDS3	2.061
SUFU	1.96
SUGCT	2.009
SUGP1	2.368
SUGP2	2.368
SUGT1	2.057
SUGT1P1	1.946
SUGT1P3	2.057
SULF1	1.914
SULF2	1.849
SULT1A1	2.167
SULT1A2	2.167
SULT1A3	2.167
SULT1A4	2.167
SULT1B1	2.39
SULT1C2	2.13
SULT1C2P1	2
SULT1C3	2.13
SULT1C4	2.13
SULT1E1	2.39
SULT2A1	2.391
SULT2B1	2.391
SULT4A1	1.865
SULT6B1	1.975
SUMF1	1.635
SUMF2	2.009
SUMO1	2.13
SUMO1P1	1.849
SUMO1P3	1.973
SUMO2	1.954
SUMO3	2.223
SUMO4	2
SUN1	2.009
SUN2	1.865
SUN3	2.009
SUN5	1.849
SUOX	2.061
SUPT16H	1.92
SUPT20H	2.057
SUPT20HL1	2.147
SUPT20HL2	2.147
SUPT3H	1.703
SUPT4H1	1.954
SUPT5H	2.142
SUPT6H	1.954
SUPT7L	1.975
SUPV3L1	1.96
SURF1	1.61
SURF2	1.61
SURF4	1.61
SURF6	1.61
SUSD1	1.61
SUSD2	1.865
SUSD3	1.61
SUSD4	1.973
SUSD5	1.635
SUSD6	1.92
SUV39H1	2.147
SUV39H2	1.96
SUZ12	1.954
SUZ12P1	1.954
SV2A	1.973
SV2B	2
SV2C	1.963
SVBP	2.053
SVEP1	1.61
SVIL	1.96
SVIL-AS1	1.96
SVILP1	1.96
SVIP	2.205
SVOP	2.061
SVOPL	2.009
SWAP70	2.205
SWI5	1.61
SWSAP1	2.368
SWT1	1.973
SYAP1	2.147
SYBU	1.914
SYCE1	1.96
SYCE1L	2.266
SYCE2	2.368
SYCE3	1.865
SYCN	2.142
SYCP1	2.053
SYCP2	1.849
SYCP2L	1.703
SYCP3	2.061
SYDE1	2.368
SYDE2	2.053
SYF2	2.053
SYK	1.61
SYMPK	2.391
SYN1	2.147
SYN2	1.635
SYN3	1.865
SYNC	2.053
SYNCRIP	1.687
SYNDIG1	1.849
SYNDIG1L	1.92
SYNE1	1.687
SYNE1-AS1	1.687
SYNE2	1.92
SYNE3	1.92
SYNE4	2.142
SYNGAP1	1.666
SYNGR1	1.865
SYNGR2	1.954
SYNGR3	2.167
SYNGR4	2.391
SYNJ1	2.223
SYNJ2	1.687
SYNJ2-IT1	2
SYNJ2BP	1.92
SYNJ2BP-COX16	1.92
SYNM	2
SYNPO	1.963
SYNPO2	2.39
SYNPO2L	1.96
SYNPR	1.635
SYNPR-AS1	1.635
SYNRG	1.869
SYP	2.147
SYP-AS1	2.147
SYPL1	2.009
SYPL2	2.053
SYS1	1.849
SYS1-DBNDD2	1.849
SYT1	2.061
SYT10	2.061
SYT11	1.973
SYT12	1.922
SYT13	2.205
SYT14	1.973
SYT14P1	2.39
SYT15	1.96
SYT16	1.92
SYT17	2.167
SYT2	1.973
SYT3	2.391
SYT4	2.129
SYT5	1.711
SYT6	2.053
SYT7	2.205
SYT8	2.368
SYT9	2.205
SYTL1	2.053
SYTL2	1.922
SYTL3	1.687
SYTL4	2.147
SYTL5	2.147
SYVN1	2.205
SZRD1	2.053
SZT2	2.053
T	1.687
TAAR1	2
TAAR2	2
TAAR3	2
TAAR5	2
TAAR6	2
TAAR8	2
TAAR9	2
TAB1	1.865
TAB2	1.687
TAB3	2.147
TAC1	2.009
TAC3	2.061
TAC4	1.954
TACC1	1.914
TACC2	1.96
TACC3	2.05
TACO1	1.954
TACR1	1.975
TACR2	1.96
TACR3	2.39
TACSTD2	2
TADA1	1.973
TADA2A	1.869
TADA2B	2.05
TADA3	1.635
TAF1	2.147
TAF10	2.205
TAF11	1.703
TAF12	2.053
TAF13	2.053
TAF15	1.869
TAF1A	1.973
TAF1A-AS1	2
TAF1B	1.975
TAF1C	2.266
TAF1D	1.922
TAF1L	2
TAF2	1.914
TAF3	1.96
TAF4	2.124
TAF4B	2.129
TAF5	1.96
TAF5L	1.973
TAF6	2.009
TAF6L	2.205
TAF7	2
TAF7L	2.147
TAF8	1.703
TAF9	1.714
TAF9B	2.147
TAGAP	1.687
TAGLN	1.922
TAGLN2	1.973
TAGLN3	1.635
TAL1	2.053
TAL2	1.61
TALDO1	2.368
TAMM41	1.774
TANC1	2.13
TANC2	1.954
TANGO2	1.865
TANGO6	2.266
TANK	2.13
TAOK1	1.954
TAOK2	2.167
TAOK3	2.061
TAP1	1.651
TAP2	1.651
TAPBP	1.733
TAPBPL	2.061
TAPT1	2.05
TAPT1-AS1	2.05
TARBP1	1.973
TARBP2	2.061
TARDBP	2.053
TARID	1.687
TARM1	1.473
TARP	2
TARS	1.955
TARS2	1.973
TARSL2	2
TAS1R1	2.053
TAS1R2	2.053
TAS1R3	2.053
TAS2R1	1.955
TAS2R10	1.52
TAS2R13	2
TAS2R14	1.52
TAS2R16	2.009
TAS2R19	1.216
TAS2R20	0.718
TAS2R3	2
TAS2R30	1.216
TAS2R31	1.216
TAS2R38	2
TAS2R39	2.009
TAS2R4	2
TAS2R40	2.009
TAS2R41	2
TAS2R42	2.212
TAS2R43	2.061
TAS2R45	2
TAS2R46	1.216
TAS2R5	2
TAS2R50	1.52
TAS2R60	2.009
TAS2R7	0.718
TAS2R8	2
TAS2R9	1.52
TASP1	1.849
TAT	2.266
TAT-AS1	2.266
TATDN1	1.914
TATDN2	1.635
TATDN3	1.973
TAX1BP1	2.009
TAX1BP3	1.954
TAZ	2.147
TBATA	1.96
TBC1D1	2.05
TBC1D10A	1.865
TBC1D10B	2.167
TBC1D10C	1.922
TBC1D12	1.96
TBC1D13	1.61
TBC1D14	2.05
TBC1D15	2.061
TBC1D16	1.954
TBC1D17	2.391
TBC1D19	2.05
TBC1D2	1.61
TBC1D20	1.849
TBC1D21	2
TBC1D22A	1.865
TBC1D22A-AS1	2
TBC1D22B	1.703
TBC1D23	1.635
TBC1D24	2.167
TBC1D25	2.147
TBC1D26	1.954
TBC1D28	1.954
TBC1D29	1.954
TBC1D2B	2
TBC1D3	2.06
TBC1D30	2.061
TBC1D31	1.914
TBC1D32	1.687
TBC1D3B	2.06
TBC1D3C	2.06
TBC1D3E	2.06
TBC1D3F	2.06
TBC1D3G	2.06
TBC1D3H	2.06
TBC1D3I	2.06
TBC1D3K	2.06
TBC1D3L	2.06
TBC1D3P1-DHX40P1	1.954
TBC1D3P2	1.954
TBC1D3P5	1.954
TBC1D4	2.057
TBC1D5	1.635
TBC1D7	1.703
TBC1D7-LOC100130357	1.703
TBC1D8	2.13
TBC1D8B	2.147
TBC1D9	2.39
TBC1D9B	1.963
TBCA	2
TBCB	2.142
TBCC	1.703
TBCCD1	2.033
TBCD	2.513
TBCE	1.973
TBCEL	1.922
TBCK	2.39
TBK1	2.061
TBKBP1	1.954
TBL1X	2.147
TBL1XR1	2.033
TBL1Y	0.059
TBL2	2.009
TBL3	2.167
TBP	1.687
TBPL1	1.687
TBPL2	1.92
TBR1	2.13
TBRG1	1.922
TBRG4	2.009
TBX1	1.865
TBX10	1.922
TBX15	2.053
TBX18	1.687
TBX18-AS1	2
TBX19	1.973
TBX2	1.954
TBX2-AS1	2
TBX20	2.009
TBX21	1.954
TBX22	2.224
TBX3	2.061
TBX4	1.954
TBX5	2.061
TBX5-AS1	2.061
TBX6	2.167
TBXA2R	2.368
TBXAS1	2.009
TC2N	2.095
TCAF1	2.009
TCAF2	2.009
TCAF2P1	2.009
TCAIM	1.635
TCAM1P	2
TCAP	1.954
TCEA1	1.914
TCEA2	1.849
TCEA3	2.053
TCEAL1	2.147
TCEAL2	2
TCEAL3	2
TCEAL4	2.147
TCEAL5	2
TCEAL6	2
TCEAL7	2
TCEAL8	2
TCEAL9	2
TCEANC	2.147
TCEANC2	2.053
TCEB1	2
TCEB2	2.167
TCEB3	2.053
TCEB3-AS1	2
TCEB3B	2
TCEB3C	2
TCEB3CL	2
TCEB3CL2	2
TCERG1	1.963
TCERG1L	1.96
TCERG1L-AS1	2
TCF12	2
TCF15	1.849
TCF19	1.646
TCF20	1.426
TCF21	1.687
TCF23	1.975
TCF24	1.914
TCF25	2.266
TCF3	2.368
TCF4	2.129
TCF4-AS1	2
TCF7	1.963
TCF7L1	1.975
TCF7L2	1.96
TCFL5	1.849
TCHH	1.973
TCHHL1	1.973
TCHP	2.061
TCIRG1	1.922
TCL1A	1.92
TCL1B	1.92
TCL6	2
TCN1	2.205
TCN2	1.865
TCOF1	1.963
TCONS_00029157	2.223
TCP1	1.687
TCP10	1.687
TCP10L	2.223
TCP10L2	1.687
TCP11	1.703
TCP11L1	2.205
TCP11L2	2.061
TCP11X2	2.147
TCTA	1.635
TCTE1	1.703
TCTE3	1.679
TCTEX1D1	2.053
TCTEX1D2	2.033
TCTEX1D4	2.053
TCTN1	2.061
TCTN2	2.061
TCTN3	1.96
TDG	2.061
TDGF1	1.635
TDGF1P3	2
TDH	2
TDO2	2.5
TDP1	1.92
TDP2	1.703
TDRD1	1.96
TDRD10	1.973
TDRD12	2.142
TDRD15	1.975
TDRD3	2.057
TDRD5	1.973
TDRD6	1.703
TDRD7	1.61
TDRD9	1.92
TDRG1	2
TDRKH	1.973
TDRP	1.914
TEAD1	2.205
TEAD2	2.391
TEAD3	1.703
TEAD4	2.061
TEC	2.05
TECPR1	2.009
TECPR2	1.92
TECR	2.368
TECRL	2.39
TECTA	1.922
TECTB	1.96
TEDDM1	1.973
TEF	1.865
TEFM	1.954
TEK	1.946
TEKT1	1.954
TEKT2	2.053
TEKT3	1.954
TEKT4	2.13
TEKT4P2	1.788
TEKT5	2.167
TELO2	2.167
TEN1	1.954
TEN1-CDK3	1.954
TENM1	2.147
TENM2	1.963
TENM3	2.39
TENM4	1.922
TEP1	1.92
TEPP	2.266
TEPSIN	1.954
TERB1	2.266
TERB2	2
TERC	2
TERF1	1.914
TERF2	2.266
TERF2IP	2.266
TERT	1.955
TES	2.009
TESC	2.061
TESC-AS1	2
TESK1	1.946
TESK2	2.053
TESMIN	1.922
TESPA1	2.061
TET1	1.96
TET2	2.39
TET2-AS1	2.39
TET3	1.975
TEX10	1.61
TEX101	2.391
TEX11	2.147
TEX12	1.922
TEX13A	2.147
TEX13B	2.147
TEX13C	2.147
TEX14	1.954
TEX15	1.914
TEX19	1.954
TEX2	1.954
TEX21P	1.92
TEX22	1.92
TEX26	2.057
TEX26-AS1	2.057
TEX261	1.975
TEX264	1.635
TEX28	2.147
TEX29	2.057
TEX30	2.057
TEX33	1.865
TEX35	1.973
TEX36	1.96
TEX36-AS1	1.96
TEX37	1.975
TEX38	2
TEX40	2.205
TEX41	2.13
TEX43	1.963
TEX9	2
TF	2.033
TFAM	1.96
TFAMP1	2.009
TFAP2A	1.703
TFAP2A-AS1	2
TFAP2B	1.703
TFAP2C	1.849
TFAP2D	1.703
TFAP2E	2.053
TFAP4	2.167
TFB1M	1.687
TFB2M	1.973
TFCP2	2.061
TFCP2L1	2.13
TFDP1	2.057
TFDP2	2.033
TFDP3	2
TFE3	2.147
TFEB	1.703
TFEC	2.009
TFF1	2.223
TFF2	2.223
TFF3	2.223
TFG	1.635
TFIP11	1.865
TFPI	2.13
TFPI2	2.009
TFPT	1.473
TFR2	2.009
TFRC	2.033
TG	1.914
TGDS	2.057
TGFA	1.975
TGFA-IT1	2
TGFB1	2.391
TGFB1I1	2.167
TGFB2	1.973
TGFB2-AS1	2
TGFB2-OT1	2
TGFB3	1.92
TGFBI	1.963
TGFBR1	1.61
TGFBR2	1.635
TGFBR3	2.053
TGFBR3L	2.368
TGFBRAP1	2.13
TGIF1	2.129
TGIF2	1.849
TGIF2-C20orf24	1.849
TGIF2LX	2.147
TGIF2LY	0.059
TGM1	1.92
TGM2	1.849
TGM3	1.849
TGM4	1.635
TGM5	2
TGM6	1.849
TGM7	2
TGOLN2	1.975
TGS1	1.914
TH	2.368
TH2LCRR	1.963
THADA	1.975
THAP1	1.914
THAP10	2
THAP11	2.266
THAP12	1.922
THAP2	2.061
THAP3	2.053
THAP4	2.13
THAP5	2.009
THAP6	2.39
THAP7	1.865
THAP7-AS1	1.865
THAP8	2.142
THAP9	2.39
THAP9-AS1	2.39
THBD	1.849
THBS1	2
THBS2	1.687
THBS3	1.973
THBS4	1.963
THCAT155	2.061
THCAT158	1.954
THEG	2.368
THEG5	2.142
THEGL	2.39
THEM4	1.973
THEM5	1.973
THEM6	1.914
THEMIS	1.824
THEMIS2	2.053
THG1L	1.963
THNSL1	1.96
THNSL2	1.975
THOC1	2.129
THOC2	2.147
THOC3	1.963
THOC5	1.865
THOC6	2.167
THOC7	1.635
THOC7-AS1	2
THOP1	2.368
THPO	2.033
THRA	1.954
THRA1/BTR	2
THRAP3	2.053
THRB	1.635
THRB-AS1	2
THRIL	2.061
THRSP	1.922
THSD1	2.057
THSD4	2
THSD4-AS1	2
THSD4-AS2	2
THSD7A	2.009
THSD7B	2.13
THTPA	1.92
THUMPD1	2.167
THUMPD2	1.975
THUMPD3	1.635
THUMPD3-AS1	1.635
THY1	1.922
THYN1	1.922
TIA1	1.975
TIAF1	1.954
TIAL1	1.96
TIAM1	2.223
TIAM2	1.687
TICAM1	2.368
TICAM2	2
TICRR	2
TIE1	2.053
TIFA	2.39
TIFAB	1.963
TIGAR	2.061
TIGD1	2.13
TIGD2	2
TIGD3	2.205
TIGD4	2
TIGD5	2.063
TIGD6	1.963
TIGD7	2
TIGIT	1.635
TIMD4	1.963
TIMELESS	2.061
TIMM10	2.205
TIMM10B	2.205
TIMM13	2.368
TIMM17A	1.973
TIMM17B	2.147
TIMM21	2
TIMM22	1.455
TIMM23	1.96
TIMM23B	1.96
TIMM44	2.368
TIMM50	2.142
TIMM8A	2.147
TIMM8B	1.922
TIMM9	1.92
TIMMDC1	2.033
TIMP1	2.147
TIMP2	1.954
TIMP3	1.865
TIMP4	1.635
TINAG	1.703
TINAGL1	2.053
TINCR	2.368
TINF2	1.92
TIPARP	2.033
TIPARP-AS1	2.033
TIPIN	2
TIPRL	1.973
TIRAP	1.922
TISP43	2.13
TJAP1	1.703
TJP1	1.908
TJP2	1.61
TJP3	2.368
TK1	1.954
TK2	2.266
TKFC	2.205
TKT	1.635
TKTL1	2.147
TKTL2	2.39
TLCD1	1.954
TLCD2	1.594
TLDC1	2.266
TLDC2	1.849
TLE1	1.61
TLE2	2.368
TLE3	2
TLE4	1.61
TLE6	2.368
TLK1	2.13
TLK2	1.954
TLL1	2.39
TLL2	1.96
TLN1	1.946
TLN2	2
TLR1	2
TLR10	2.05
TLR2	2
TLR3	2.39
TLR4	1.61
TLR5	2
TLR6	2.05
TLR7	2.147
TLR8	2.147
TLR8-AS1	2.147
TLR9	1.635
TLX1	1.96
TLX1NB	1.96
TLX2	1.975
TLX3	1.963
TM2D1	2.053
TM2D2	1.914
TM2D3	2
TM4SF1	2.033
TM4SF1-AS1	2
TM4SF18	2.033
TM4SF19	2.033
TM4SF19-AS1	2.033
TM4SF19-TCTEX1D2	2.033
TM4SF20	2.13
TM4SF4	2.033
TM4SF5	1.954
TM6SF1	2
TM6SF2	2.368
TM7SF2	2.205
TM7SF3	2.061
TM9SF1	1.92
TM9SF2	2.057
TM9SF3	1.96
TM9SF4	1.849
TMA16	2.39
TMA7	1.635
TMBIM1	2.13
TMBIM4	2.061
TMBIM6	2.061
TMC1	1.61
TMC2	1.849
TMC3	2
TMC3-AS1	2
TMC4	1.473
TMC5	2.167
TMC6	1.954
TMC7	2.167
TMC8	1.954
TMCC1	2.033
TMCC1-AS1	2.033
TMCC2	1.973
TMCC3	2.061
TMCO1	1.973
TMCO2	2.053
TMCO3	2.057
TMCO4	2.053
TMCO5A	2
TMCO5B	2
TMCO6	1.963
TMED1	2.368
TMED10	1.92
TMED10P1	1.914
TMED11P	2
TMED2	2.061
TMED3	2
TMED4	2.009
TMED5	2.053
TMED6	2.266
TMED7	1.963
TMED7-TICAM2	1.963
TMED8	1.92
TMED9	1.963
TMEFF1	1.61
TMEFF2	2.13
TMEM100	1.954
TMEM101	1.954
TMEM102	1.954
TMEM104	1.954
TMEM105	1.954
TMEM106A	1.954
TMEM106B	2.009
TMEM106C	2.061
TMEM107	1.954
TMEM108	2.033
TMEM108-AS1	2
TMEM109	2.205
TMEM11	1.954
TMEM110	1.635
TMEM110-MUSTN1	1.635
TMEM114	2.167
TMEM115	1.635
TMEM116	2.061
TMEM117	2.061
TMEM119	2
TMEM120A	2.009
TMEM120B	2.061
TMEM121	1.92
TMEM123	1.922
TMEM125	2.053
TMEM126A	1.922
TMEM126B	1.922
TMEM127	2.13
TMEM128	2.05
TMEM129	2.05
TMEM130	2.009
TMEM131	2.13
TMEM132A	2.205
TMEM132B	2.061
TMEM132C	2.061
TMEM132D	2.061
TMEM132E	1.954
TMEM133	2
TMEM134	1.922
TMEM135	1.922
TMEM136	1.922
TMEM138	2.205
TMEM139	2.009
TMEM140	2.009
TMEM141	1.61
TMEM143	2.391
TMEM144	2.39
TMEM145	2.391
TMEM147	2.142
TMEM147-AS1	2.142
TMEM14A	2
TMEM14B	1.703
TMEM14C	1.703
TMEM14EP	2.033
TMEM150A	1.975
TMEM150B	1.711
TMEM150C	2.39
TMEM151A	1.922
TMEM151B	1.703
TMEM154	2.39
TMEM155	2.39
TMEM156	2.05
TMEM158	1.635
TMEM159	2.167
TMEM160	2.391
TMEM161A	2.368
TMEM161B	1.963
TMEM161B-AS1	2
TMEM163	2.13
TMEM164	2.147
TMEM165	2.39
TMEM167A	1.963
TMEM167B	2.053
TMEM168	2.009
TMEM169	2
TMEM17	1.975
TMEM170A	2.266
TMEM170B	1.703
TMEM171	1.963
TMEM173	1.963
TMEM174	1.963
TMEM175	2.05
TMEM176A	2.009
TMEM176B	2.009
TMEM177	2.13
TMEM178A	1.975
TMEM178B	2.009
TMEM179	2.134
TMEM179B	2.205
TMEM18	1.975
TMEM181	1.687
TMEM182	2.13
TMEM183A	1.973
TMEM183B	2.033
TMEM184A	2.009
TMEM184B	1.865
TMEM184C	2.39
TMEM185A	2.147
TMEM185B	2.13
TMEM186	2.167
TMEM187	2.147
TMEM189	1.849
TMEM189-UBE2V1	1.849
TMEM19	2.061
TMEM190	1.711
TMEM191A	1.865
TMEM191B	1.865
TMEM191C	1.865
TMEM192	2.39
TMEM196	2.009
TMEM198	2.13
TMEM198B	2.061
TMEM199	1.954
TMEM2	1.61
TMEM200A	1.687
TMEM200B	2.053
TMEM200C	2.129
TMEM201	2.053
TMEM202	2
TMEM203	1.61
TMEM204	2.167
TMEM205	2.368
TMEM206	1.973
TMEM207	2.033
TMEM208	2.266
TMEM209	2.009
TMEM210	1.61
TMEM211	1.865
TMEM212	2.033
TMEM212-AS1	2
TMEM213	2.009
TMEM214	1.975
TMEM215	1.946
TMEM216	2.205
TMEM217	1.703
TMEM218	1.922
TMEM219	2.167
TMEM220	1.954
TMEM220-AS1	1.954
TMEM221	2.368
TMEM222	2.053
TMEM223	2.205
TMEM225	1.922
TMEM229A	2
TMEM229B	1.92
TMEM230	1.849
TMEM231	2.266
TMEM232	1.963
TMEM233	2.061
TMEM234	2.053
TMEM235	1.954
TMEM236	1.96
TMEM237	2.13
TMEM238	1.711
TMEM239	1.849
TMEM240	2.053
TMEM241	2.129
TMEM242	1.687
TMEM243	2.009
TMEM244	1.687
TMEM245	1.61
TMEM246	1.61
TMEM246-AS1	1.61
TMEM247	1.975
TMEM248	2.009
TMEM249	1.914
TMEM25	1.922
TMEM251	2
TMEM252	1.61
TMEM253	1.92
TMEM254	1.96
TMEM254-AS1	1.96
TMEM255A	2.147
TMEM255B	2.057
TMEM256	1.954
TMEM256-PLSCR3	1.954
TMEM257	2
TMEM258	2.205
TMEM259	2.368
TMEM26	1.96
TMEM26-AS1	2
TMEM260	1.92
TMEM261	1.946
TMEM262	2.205
TMEM263	2
TMEM265	2.167
TMEM266	2
TMEM267	1.955
TMEM268	1.61
TMEM27	2.147
TMEM30A	1.687
TMEM30B	1.92
TMEM30CP	2
TMEM31	2
TMEM33	2.05
TMEM35A	2.147
TMEM35B	2.053
TMEM37	2.13
TMEM38A	2.368
TMEM38B	1.61
TMEM39A	2.033
TMEM39B	2.053
TMEM40	1.635
TMEM41A	2.033
TMEM41B	2.205
TMEM42	1.635
TMEM43	1.635
TMEM44	2.033
TMEM44-AS1	2.033
TMEM45A	1.635
TMEM45B	1.922
TMEM47	2.147
TMEM5	2.061
TMEM5-AS1	2
TMEM50A	2.053
TMEM50B	0.944
TMEM51	2.053
TMEM51-AS1	2.053
TMEM52	2.053
TMEM52B	2.061
TMEM53	2.053
TMEM54	2.053
TMEM55A	1.914
TMEM55B	1.92
TMEM56	2.053
TMEM56-RWDD3	2.053
TMEM57	2.053
TMEM59	2.053
TMEM59L	2.368
TMEM60	2
TMEM61	2.053
TMEM62	2
TMEM63A	1.973
TMEM63B	1.703
TMEM63C	1.92
TMEM64	1.914
TMEM65	1.914
TMEM67	1.914
TMEM68	1.914
TMEM69	2.053
TMEM70	1.914
TMEM71	1.914
TMEM72	1.96
TMEM72-AS1	1.96
TMEM74	1.914
TMEM74B	1.849
TMEM75	1.914
TMEM79	1.973
TMEM80	2.368
TMEM81	2
TMEM82	2.053
TMEM86A	2.205
TMEM86B	1.711
TMEM87A	2
TMEM87B	2.13
TMEM88	2
TMEM88B	2
TMEM89	1.635
TMEM8A	2.167
TMEM8B	1.946
TMEM8C	1.61
TMEM9	1.973
TMEM91	2.391
TMEM92	1.954
TMEM92-AS1	2
TMEM94	1.954
TMEM95	1.954
TMEM97	1.954
TMEM98	1.954
TMEM99	1.954
TMEM9B	2.205
TMEM9B-AS1	2.205
TMF1	1.635
TMIE	1.635
TMIGD1	1.954
TMIGD2	2.368
TMIGD3	2.053
TMLHE	2.147
TMLHE-AS1	2.147
TMOD1	1.61
TMOD2	2
TMOD3	2
TMOD4	1.973
TMPO	2.061
TMPO-AS1	2.061
TMPPE	1.635
TMPRSS11A	2.39
TMPRSS11B	2.39
TMPRSS11BNL	2
TMPRSS11D	2.39
TMPRSS11E	2.664
TMPRSS11F	2.39
TMPRSS11GP	2
TMPRSS12	2.061
TMPRSS13	1.922
TMPRSS15	2.223
TMPRSS2	2.223
TMPRSS3	2.223
TMPRSS4	1.922
TMPRSS4-AS1	2
TMPRSS5	1.922
TMPRSS6	1.865
TMPRSS7	1.635
TMPRSS9	2.368
TMSB10	2
TMSB15A	2.147
TMSB15B	2.147
TMSB4X	2
TMSB4Y	2
TMTC1	2.061
TMTC2	2.061
TMTC3	2.061
TMTC4	2.057
TMUB1	2
TMUB2	1.954
TMX1	1.92
TMX2	2.205
